comment	rate
Audible version. I like anything that shares individual philosophy, however I must admit I was disappointed.  How can a man with such extensive life experience and luck come to the conclusion that life is to be lived, but don’t get caught. It was all about ME. Everyone else is supposed to live for me and my wants. I shouldn’t have to do anything I don’t want to do and I’m willing to throw whatever tantrum I have to to get my way. Definitely a democratic stance...just don’t get caught. Sigh	3.0 out of 5 stars
I like the fact to where he says be yourself and to inspire people to not be hard on yourself. He also tells you that you need red and yellow lights with the green lights. You have to have ups and downs in life or your life would be perfect and nothing , but green.  It is an inspiration to my new book Wild Animals to A to Z and I did the whole book myself and I'm a nature photographer too. It teaches kids about learning animals with my photography and I have a learning disability. You can do anything you put your mind too and It is a good idea to learn how to get out of your comfort zone. His book should inspire many to be yourself and we need this book right now , in a world that needs a lot of love. I bought his book too and it will help me to learn that no one is perfect.	5.0 out of 5 stars
I used the Greenlight term in the Headline because it fits this book.	5.0 out of 5 stars
This audio book was such a breathe of fresh air ! I was already fan of Mathew McConaughey , but this book connects you with a bit more of who he is and how he came to be. He def has had some experiences in his life that left me in a state of “No Sh**” Its very much an entry on paper of someone’s inner thoughts.	5.0 out of 5 stars
Celebrity autobiographies are as common as fleas on a stray dog. And often less interesting. Matthew McConaughey’s book is authentic. His parents, his childhood, his luck, and his life view are all here without genuflecting to priorities or ghost writers. The book reads like a long satisfying conversation with an old friend who cares enough to be honest with you. Having read 100’s of autobiographies, this belongs on my very short list of memoirs I recommend to others.	5.0 out of 5 stars
I listened to this book while driving for work.  I drive about 4000 miles a month. So... I  Having this author read this book is priceless. There is no voice actor trying to get the right inflection on what they think the author is trying to say, it is the author, the person who lived the life being described. And his delivery is magnificent. You feel like he is telling you the story, to you, not voice acting. He wants you to understand his story and learn from his mistakes and successes. He is very lucky but he made most of his own luck. He knows he hit the genetic lottery but understood that only gets you in the door, skill and effort keeps you in the room.	5.0 out of 5 stars
I really enjoyed reading this book.  His is definitely representative of his personality that I have seen in interviews, he seems very down to earth and genuine.  He isn’t bragging about his good fortune in life, but saying he has had many experiences and paths that have led him in many directions to where he is now, and not one should be discredited, or necessarily considered the right way t go or the wrong way to go, it was just his path.	5.0 out of 5 stars
+ Love the removable cover. The textured printed hardcover is very nice.	5.0 out of 5 stars
What interesting stories with some insights and wisdom learned.  Sometimes, it's better not to know exactly where your stars come from and where they go on their spiritual quests... toss in some drugs, arrests, and method acting and you can see where the stereotype tinseltown celebrities come from - in this case Texas.  This is at times a shocking and "R" rated book.  Listen to the preview and read some reviews.  I would not recommend it for most people as it is more of an insider Hollywood Stories that 'normal' people outside of Hollywood would not relate to.  That's how far out, sometimes dark, and strange these tails are in the crazy surreal world of Hollywood.	4.0 out of 5 stars
I received this as a gift. I wanted it because I like the parts he plays and the roles he chooses.  Of late I have been watching his video's and was taken by the honesty of his concern for the purest part of us as a people. He has a depth I wasn't expecting. I was compelled to dig deeper.  He has been journaling since he was young and there is a real Huck/Finn flavor to his story telling. The silver linings always offered. The lessons conveyed. The motivation presented. He is an optimist that doesn't ignore the bad for the good. Have I read better written books?  Sure. But  I have never listened to better conversations. Approach this book as you would an evening around a bon fire and you will beg for the embers to continue glowing and the sun to stay asleep. It only takes a page before you hear his voice speaking what your eyes are seeing. Allow that to happen. Take the time.  I am the better for the reading...we all need this kind of experience this year. Thank you for taking me on the trip your stories reminded you of.	5.0 out of 5 stars
This book is a great departure from most celebrity autobiographies. It's well written and insightful and brutally honest. The stories of his childhood are a bit heartbreaking, as his parents seemed like lunatics and his having to beat up a bouncer to gain his father's respect seemed like a tragedy. But the best parts of the book are really about self realization and coming to terms with fame. I also really liked the way that he deals with adversity. This book was inspiring in these times of great stress. Big lessons here. I don't think it makes sense to be bothered by egotism in the autobiography of an actor. It comes with the territory.	5.0 out of 5 stars
Greenlights; The actor on on his 50th birthday, decided to look back and went into his journals that he wrote since age 12, and found something amazing and a lesson for everyone. He found that life is full of “greenlights”, meaning all those positive things that happen to you. Yes, we also have yellow and even red lights, but those eventually change to green when you look back in the rear view mirror of life. A very enjoyable reading.	4.0 out of 5 stars
Get this book in its audible version and enjoy every single minute.	5.0 out of 5 stars
Matthew McConaughey reads his own unconventional memoir as a script, with all the emotion, humor and honesty we've come to expect from this exceptional artist.  At times I felt we were sitting on a porch, gently rocking, sipping (whatever), and he's just talking, jumping up from now and then, waving his arms and laughing and wiping tears all at once.  Taken mostly from journals he kept, and relating his sometimes hilarious life, with the main constant always being family.  He says that being a father was always what he wanted to be most of all, and when he checked that item off his bucket list, you want to cheer.	5.0 out of 5 stars
Written from the viewpoint of a man who scored a series of perfect swishes in basketball and never looked back. "Wow, all these traffic lights are full green, man!" Get all the chicks, get all the movie roles with just a few bumps at the start but then full faucet once things get going. Have all the friends and the respect, have everyone just automatically like you because of the way you look and socially always coming out on top of the pack, green lights, man! Now looking back sitting on a pile of recognition and money and with a family, you too can marvel at my life and hopefully experience green lights too.  If you are good looking and famous.	1.0 out of 5 stars
This is the sign we tend to ask the universe for, this is the warm hug we crave after a shitty day, this is the high five we need when we think nobody appreciates the extra mile we've gone. "This is a love letter to life" as Mr. McConaughy puts it, and Love is everything except what we see in the movies.  This book felt like a person. It was more than words on paper or motivational quotes. This will fan the flame of the dreams you thought you've put away for good.  It'll remind you of the promise you made to yourself a long time ago about reaching the best version of yourself and never letting go no matter how bloody it gets.  It'll take you back to the point in your life when you decided you weren't going to live a mundane life. Pick up a copy and let Matthew McConaughey serenade you out of whatever funk you're going through with his mighty chest bump hum ;) Alright?	5.0 out of 5 stars
This was one of the best books I've ever read, and also THE single best audiobook I've ever listened to. The legendary actor gives an equally legendary performance on Audible. I was left with my jaw agape on every chapter. Truly a masterpiece, and I would love to read more of his work. As an actor and producer, he really does have a poetic, wondrous way with the written word.	5.0 out of 5 stars
I never thought Mr. McConaughey was anything more than a pretty face, he's a fine actor, but did he have any depth? Turns out, he does. He's led a lucky life and he knows it, but it was insightful. I laughed, I got a knot in my throat a couple of times, I smiled a lot, but in the end... I found an ironic inspiration in some of his life lessons and thoughts. Not how to be an actor or any nonsense like that, but just how to view the unsuccessful times in your life. Maybe he's been lucky because of that. Regardless, I enjoyed it - get the audible version because his reading of his own book comes with the inflection and that isn't there when you are reading. Laugh! Live! Be inspired! Isn't that what we all are wishing for?	5.0 out of 5 stars
FANTASTIC!! Seriously, anyone who left a negative review is questionable. I highly recommend the audiobook in which Matthew narrates himself. It’s the icing on the cake. Puts you in every moment in time along with him. A good time, hot tub time machine in the form of an audiobook. On my second listen now. It’s clever, funny, REAL, raw, IMPACTFUL and RELEVANT. Now there needs to be a movie:dizzy:	5.0 out of 5 stars
I rate this book Alright, Alright Alright!!!	5.0 out of 5 stars
I am listening to this book on audible and enjoying every bit of it. Once I am done I plan to order a copy to have to hold and to read again. It is just that good! It makes you think, it makes you laugh and at some point your wishing you could have had a life filled with so much experience.  He has lived life his way on his terms and he is still figuring it all out day by day! An incredible read, not even done yet and kinda sad that its coing to an end but again i will be grabbing a hard copy :) Thank you Mr. McConaughey for this gem!	5.0 out of 5 stars
I got this because he read it himself.  Love his voice!  The story was a good one.  Talks a lot about everything leading where it is meant to even with rough times along the way.  Just wait the green light is coming.  However since I don't have $$$$$$$ to just pack up and take a world adventure on a whim as he had.  Or travel the roads of America in a RV - which I would love but - you have to be able to finance it.  He had a lot of luck along the way.	4.0 out of 5 stars
My husband and I have always liked Matthew McConaughey. We have watched every movie and TV show that he’s in.	5.0 out of 5 stars
WOW! What a life this man has and is having. I bought the physical book which looked awesome with many photos and “bumper stickers,” as McConaughey calls them, but I listed to the audiobook. Listening to McConaughey tell his own stories was as if I were sitting down having a drink or dinner with him. He is vivid and descriptive in telling his story. This memoir is more about McConaughey’s upbringing and the lessons and fun he had along the way. Though he mentions his films and acting, this book brings to readers his experiences and philosophies about living a fulfilling life and enjoying the experiences as they happen.	4.0 out of 5 stars
One best and funniest and realistic books of our modern age..reading seems like you re reading about a good friend and what they been thur ..Matthew even says at the beginning of the book don’t take this book to heart or a guide ,but in ways you live thur his experience of what he when thur ..just keep living ..bumper sticker ..	5.0 out of 5 stars
Going in depth to his life he tells the story of his childhood through 50 with all the adventures, learning, epiphanies, understandings and different viewpoints of his life and the things happening around him. Buy it, read it. You won't be disappointed. I was gifted this book by a good friend of mine in a dark and depressing time, and this really lifted me up... Greenlight.  I've bought this for no less than 3 people this Christmas.	5.0 out of 5 stars
The book is a quick read giving you some insight into the actor. I clearly remember him in a time to kill. I had read the book and loved it and hope that the movie would be as good. It was. I remember saying that Matthew was going to be a big name in movies.	3.0 out of 5 stars
Read it cover to cover in one go and I never saw this side of Mathew. I thought he was living in a cult of Hollywood but the guy is actually far more than just some puppet actor. He is intelligent, genius, know more about life than 99% of the other celebs living in delusion. A man like him needs to live far away from the fakelights of tinsel town. I stopped watching Hollywood ever since they went political, but if this guy makes even a cell phone movie, I am watching.	5.0 out of 5 stars
I was sceptical, however intrigued by the description of the content. There were scenes that were a *little* to graphic for me, but also seemed necessary to get the full picture of his story. On the flipside, it's endearing for him to ultimately be very normal (and I'm not a fan of that word), in spite of his very un-normal upbringing.	4.0 out of 5 stars
First book I have read in a long time. He is very insightful. I also listened to Matthew read it to me on audible. He added even more insight into his own story and listening to his reaction at times was hilarious. He also acted out accents. Definitely recommend this and on audible too.	5.0 out of 5 stars
I read so many good review of this book, I was eager to read / listen to it myself.  I got the audible version, but stopped listening after the first 45 minutes.  The story is engaging, but the language was awful.  I would love to listen to him read a "watered down" version without all of the foul language.	2.0 out of 5 stars
I didn't want the book, I wanted to HEAR the man talk! He could talk about dirt and I'd listen! He is Golden. I have watched every show and movie. He and Kate Hudson are magic together. Listening to bits of his life is an extraordinary thing because he is an extraordinary human being.	5.0 out of 5 stars
My daughter bought the book and I ended up taking her copy and reading it first! I absolutely loved it! A perfect proportion of spirituality, entertainment, travel, biography, an insider view of the movie industry...	5.0 out of 5 stars
I absolutely LOVE this book. I’ve been a fan of Matthew for a while now and I am so happy I purchased this book. It’s so raw and authentic. He does a great job of story telling. I highly recommend the audio version where Matthew narrates it himself, he does the Australian accents for Norvel Dooley and his family. It’s incredible.	5.0 out of 5 stars
We can now extend the list....Socrates, Plato, Pascal, Kant, Schopenhauer, Nietzsche, Camus....and... McConaughey!!	1.0 out of 5 stars
UNBELIEVABLY GOOD.  Honest, funny, heart breaking, GREAT INSPIRATION.  Highly recommend the audio version AND print version.  You need to hear his voice.  You need to see his words.  You'll go back to this again and again.  IT'S THAT GOOD.  Loved it!!!!  Have recommended to so many people....... so much wisdom and thought and GREEN LIGHTS.	5.0 out of 5 stars
I enjoyed this autobiography BUT with caveat. There were (what I took to be) writings within the writing that I soon started skipping over as they were boring to me. Just telling his story would have been enough without the tangents which (to me) did not fit. They appeared to be self-aggrandizing bits of McConaughy's philosophies.	4.0 out of 5 stars
How do you rate a man's life? Or his sharing of his life story? It's not for me to decide, really.  I did thoroughly enjoy a look at an actor whom I have enjoyed watching on the big screen and little screen and learning about his life and how he has chosen to live it.  His upbringing is not what I had expected, but that's neither good nor bad.  It just is! The decisions he has made throughout his life are his own and he stands by them and for me that is commendable. I enjoyed the optimism that greenlights are really just how we choose to view any situation we are given in life.  May I have more greenlights in my life!!!	5.0 out of 5 stars
I always had mixed feelings about Matthew.  From the outside looking in, he seemed a flawed artist.  This book explains him beautifully.	5.0 out of 5 stars
Well written thought out story of his life to date, the good, bad, ugly, and the really funny.  I believe to truly appreciate this book, listen to it on Audible.  Matthew's own narration with the passion, excitement, and honest in his voice as he tells the stories of his youth are wonderful to hear.  It is a well-grounded  masterpiece of life!	5.0 out of 5 stars
I really wanted to like this & have enjoyed him. But if I have to hear ‘Note to self’ again in the tone he says it I am going to lose it. Seemed self absorbed was looking for a little more humility. Too cute, I can could handle small sample of him but got old pretty quick.  Like someone u like around for a few hours but then annoy the hell out of u & u have to separate.	3.0 out of 5 stars
I’m so sad that’s I just finished listening to your book! I absolutely LOVED it! I’ve always admired you. Thank you for writing this book and for letting us get to know YOU. I throughly enjoyed. every. minute. of it and love that you chose to be the voice for the audible book! Not every author does. It was so satisfying listening to you say “greenlight” as I’d approach one while driving! Thank you. “Keep Livin” and seeking God. -Rachel Peach	5.0 out of 5 stars
Need both, sorry. I listened to the sample and it's great. I scrolled through the book sample and it's great. But the two together would be how it should be. Like how he says, or might say, I'm learning to own more patience. I'll wait for what's right before I jump just to have what's 'right now'.	5.0 out of 5 stars
This is a great book. It reads in a way I was hoping he thought. A very interesting life, and perspective to sit back and appreciate.	5.0 out of 5 stars
Matthew I am overwhelmed and have ordered your book for both of my children... Justin age 31 and Audrey age 30 (with a 2 month old grandbaby)  !	5.0 out of 5 stars
Love this guy , the book was just ok ..	3.0 out of 5 stars
When I first opened my delivery I thought the dust cover was defective because it’s at least in inch shorter than the book. Very, very unusual. I don’t care for this. Therefore one star. I haven’t started reading the book. It’s a gift for someone else so I can’t comment on the content. My first impression wasn’t good because of the short book jacket. Why? Is this a move to save on the cost of producing?	1.0 out of 5 stars
Far more creative and insightful than I ever imagined it could be.  The stories are entertaining, a bit surprising and it was fun just learning about how the wins in his life came to be.  I listened to the Audible version which I highly recommend.  A fun look at one of America's favorite movie stars.	5.0 out of 5 stars
This book is wild and you must read. Now, it's not necessarily a good book per se. It is pretentious and goofy and I am pretty sure McConaughey is making at least some of this up. But it is compulsively readable and a lot of fun. In short, it feels like a balm for our current world.	4.0 out of 5 stars
Good pretty quick read but the notes etc were difficult to see/read  He has led an interesting life.  Hard to red the notes me then get back to where I was.	3.0 out of 5 stars
Matthew is an excellent writer, who knew? I absolutely enjoyed his story. Not realizing what a down-to-earth, funny guy he is. I listened to this through Audible, which was fantastic and charismatic read by him. It was like he was telling the story vs reading a book out loud. Enjoy!	5.0 out of 5 stars
I LOVED this book!!! I did it on Audible because - well because he read it to me. :smiling_face_with_smiling_eyes:. He has lead a very different life that most fans don’t know about. He doesn’t hold back lays the good and bad out there. Great listen.	5.0 out of 5 stars
I absolutely loved the first half to two-thirds of this book. It was interesting and, in places, very funny...then it seemed to take a turn to "weird."  I really loved MM previously. It's sad that while I still like him, after reading his book I like him less.	4.0 out of 5 stars
Most inspiring book I've listened to in a long time. Makes me want to watch his movies from a new light.	5.0 out of 5 stars
It is so hard to read on the kindle version, the type is small. I returned it and got a refund. I may buy the hard copy.	1.0 out of 5 stars
Extraordinary storytelling - I listened to the audiobook while reading the hard copy! Couldn’t miss out on the opportunity to hear McConaughey take on each character nor could I miss out on the unique writing & editing done in the book.	5.0 out of 5 stars
A bird with a broken wing needs help.	5.0 out of 5 stars
I am not the type of person that particularly enjoys reading memoirs. I heard about this book from a podcast and was very excited to find out that Matthew McConaughey himself did the audiobook. It is wonderfully enjoyable and real life honest. His focus is not on the Hollywood lifestyle but rather on the nitty gritty life experiences and serendipitous parts of life that make it all worth it. There is a lot to learn from his experiences and I cannot emphasize enough how honest it is of the blunders and wins in life. Truly worth taking the time to enjoy and there is something for everyone to learn and be inspired by.	5.0 out of 5 stars
I listened to the Audiobook driving back and forth to work. There are some great life lessons, stolen moments, and fantastic stories in this book. Well worth buying. I may even buy the print version so I can highlight and go back over time.	5.0 out of 5 stars
I heard him on new Howard Stern interview and 2 min into it - I ordered the audio-book and plowed thru immediately.  He’s evolved into a great actor and a wicked interesting dude too boot.  Either way - he’s a fantastic story teller...... Highly recommend.......	5.0 out of 5 stars
Fantastically written and read. This book is so much better hearing it read by Matthew.	5.0 out of 5 stars
What a wonderful book!  Once I started reading it, I could not put it down.  I found him to be very down to earth and a guy that is always searching.  I felt like I went on his trips too.  Very well written.	5.0 out of 5 stars
I appreciate his honesty and humility. Not many authors, especially autobiographers, are willing to express their inner thoughts to provide more context to their content.	5.0 out of 5 stars
Listened to this on Audible and it was a breath of fresh air.  Not trying to be self help but definitely gets you to stop and think “what am I learning here” and “how is this negative a possible green light to positive soon.” Loved it.	5.0 out of 5 stars
What a treat it was to listen to this brilliant actor and author read in his captivating Texas twang the words he brilliantly strung together to present the fascinating story of his life to this point. You'll laugh a lot and perhaps shed a tear or two, but you'll NEVER be bored. Despite his loud, clear reading throughout the book, you'll want to keep the volume up at all times because McConaughey speaks very softly, almost whispering, in many instances. His candor will amaze you. It may even shock you. His tales prove once again that truth can be stranger than fiction AND far more interesting.	5.0 out of 5 stars
Loved loved loved this Audiobook!!	5.0 out of 5 stars
This book was very insightful into the person, views, beliefs, and understanding of Matthew McConaughey. While I enjoyed hearing his philosophies, it was hard to remedy his belief system with what is believed to be true and has given me much to think about. I think 2 Thessalonians 2:9-12 has much to say. I would love to sit down one day and discuss this with him and his wife, if I was ever given the chance. Cheers Matthew and thanks for the good read.	5.0 out of 5 stars
Very well written and it keeps you in awe of the adventurous and inspiring life Matthew has had ! This book was definitely a greenlight for me :green_heart:	5.0 out of 5 stars
Only Matthew could read his book.  I really enjoy listening to him tell the story.  Very positive story in a crazy way.  I know now why he wrote the book and I understand him much better now.  Love it!	5.0 out of 5 stars
This book was the biggest waste of money and time.  I am disgusted by the lack of seriousness taken by him on things like domestic violence, child abuse, drug use, stealing, pornography, masturbation, etc.; things that cause major harm to individuals and families alike.  I would NOT recommend this book at all.	1.0 out of 5 stars
I just finished the Audible version. I went into it thinking that I would at least enjoy listening to his voice for 6.5 hours.  I found myself smiling and laughing out loud throughout the entire book.  Also I kept replaying segments so I could soak up his little nuggets of wisdom and insight.  I thoroughly enjoyed this listen. Not sure that I would have liked it as much in book format.	5.0 out of 5 stars
I had no idea what to expect but I have total respect for the kind of man MM is.  He is not your romcom man in the movies.  He is deep, he is respectful, he is faith filled, he is a family man.	5.0 out of 5 stars
This book is total garbage! It reads like a little kid wrote it. Geesh! Stick to acting.	1.0 out of 5 stars
this book rewrote how my mind thought about life and I emerged victorious. I cannot credit it ALL to Matthew but it's 65% for sure due to his writings. Thank you M.M!	5.0 out of 5 stars
I feel he was to broad in trying to find his voice.  We could have got to know him better through personal stories. It felt like he was trying to hard to maintain an image.	2.0 out of 5 stars
I’m not sure if Matthew was totally high when he recorded this, or I wasn’t high enough when I started listening to it. Both the speed and content created a nonsensical blur.	1.0 out of 5 stars
I absolutely recommend this book! I have the audio book version so I get to hear him read it! Makes the book even better. Awesome insight and different ways to look at things.	5.0 out of 5 stars
I've always enjoyed Matthew's movies but this book held so much additional information about the man that I never would have considered possible. Truly worth the time to sit down and enjoy every bit of it.	5.0 out of 5 stars
I highly recommend this fun and insightful book. Greenlights was one of the best books I’ve read in a long time! Pour a glass of wine and enjoy!	5.0 out of 5 stars
The writing is fantastic	5.0 out of 5 stars
The guy is a great storyteller. He’s real. Actually somewhat gifted intellectually. A legit feel good book into the mechanics of Life Success. I’m a TCU fan so it takes a bit to get on a Longhorn success story . Well worth the time and money. Peted	5.0 out of 5 stars
I have always like Matthew McConaughey but this book made me have a different view of him. Really enjoyed his writing style. I felt as if he was sitting in front of me telling me his story. He is a great storyteller. He has a lot of great quotes throughout the book, but I really liked this one... “I haven’t made all A’s in the art of livin, but I give a damn, and I’ll take an experienced C over an ignorant A any day.”	5.0 out of 5 stars
Awesome book	5.0 out of 5 stars
This might be my first Amazon review...ever. But I had to chime in with how amazing this read (or even better, listen) is. It’s laugh out loud, insightful, and deep with great nuggets of advice and wisdom. I listened to it on audible because he narrates and it’s nothing short of amazing. For those who left bad or so/so reviews I’d recommend this route as he’s a great story teller. I just bought a hard copy though because I just have to have a physical copy! Love, love, love!	5.0 out of 5 stars
Great to listen to. Almost a autobiography. The fact Mathew does the reading makes it! If someone else narrated it, it would not be worth listening to.	5.0 out of 5 stars
Wow! Entertaining + witty + higher-level thinking = pure gold. What an honor to get a peek into a mind as brilliant as Matthew’s. I rank this up there with Jen Sincero’s Badass series, Brooke Castillo’s Life Coaching podcast, and various other motivational self-help books, podcasts and mindsets. Absolutely loved it. Totally worth the read {or listen}!	5.0 out of 5 stars
If you have always wanted to sit on a porch, drink a cold beer with Matthew and just talk all night, this book is it! Great collection of funny and touching stories mixed with a little poetry and some personal insights. Read by Matthew in a casual and conversational way. Highly recommend the audio version.	5.0 out of 5 stars
This is his life’s work. Matthew is gifting is his aha moments and what he has learned through the lessons he was given. Amazingly beautiful - authentic stories. People upset about dust covers.....but.....what did your learn? Thank you for the gift Matthew McConaughey :red_heart_selector::red_heart_selector::red_heart_selector::red_heart_selector:	5.0 out of 5 stars
I have this book on Audible.  Matthew narrates this himself and it is very entertaining.	5.0 out of 5 stars
Great book. Get the Audible version, the author's voice sharing the stories and life lessons are priceless! Great listen!	5.0 out of 5 stars
Who knew Wooderson from Dazed & Confused was the equivalent of a drunk, stoned, hilarious, cowboy, poet, explorer Budda?  Many life lessons from an incredible man that I will take with me.  This book is a must read and must internalize.  I finished in a day and could not put it down.  Thank you Matthew for the laughs, and to everyone else, just keep L-I-V-I-N and Alright, Alright, Alright!!	5.0 out of 5 stars
I just got this so I am still listening to it on audible, so far it is awesome. I believe I will listen to this more than once	5.0 out of 5 stars
It was ok. Beginning kind of boring.  Some funny stories some odd. He's trying to be philosophical and is at times.	3.0 out of 5 stars
Learned a lot about this actor who I have always liked his acting. Very honest about his life -?the good and bad.	5.0 out of 5 stars
Very enlightening and a great way to look at life, I enjoyed it and finished in about 2 days I COULD NOT PUT IT DOWN!!	5.0 out of 5 stars
It was my first audible audio book and it was akin to giving an elderly man a first class trip to Mars who had not ever traveled in his life.	5.0 out of 5 stars
I really enjoyed this one. I listened to the book in three days and will probably listen to it again. I read books for school all day so listening to the book while getting my exercise in at night was perfect. Matthew draws you in with his personality and personable ways. I lost my job of eight years due to COVID. I recommend this book if you find yourself at a crossroad.	5.0 out of 5 stars
I tell you, he is funny, smart, inciteful, spiritual and totally real as to who he is and where he came from.  I cannot tell you how amusing and touching this book is.  Wanna feel good, belly laugh and gasp all in the same chapter?????  Green light.  alright alright alright....	5.0 out of 5 stars
Stop giving bad reviews for ripped covers!!	5.0 out of 5 stars
I sat and listened to this while doing my newly interest sine the pandemic. Not only do I love him as an actor but now knowing he grew up exactly like most people and actually worked for what he wanted even now gives me more appreciation of liking him even more!! Great probably will make my son listen to it also.	5.0 out of 5 stars
Fantastic! Highly recommend the audio version by the man himself.	5.0 out of 5 stars
Do yourself a favor and READ the book while LISTENING to the audio version. Matthew McConaughey is a complex and introspective man whose story continues to evolve.	5.0 out of 5 stars
So far I have laughed out loud 5 times and I’m only on the first chapter. Loving this book so far.	5.0 out of 5 stars
Whether you're a huge fan of his work or just curious, this book is amazing! An inspiration to just keep going and not give up!	5.0 out of 5 stars
This book is Alright, Alright, Alright!	5.0 out of 5 stars
Great book. Especially enjoyed Mr. McConogheys reading his own story. Great stories and personal philosophies.	5.0 out of 5 stars
Interesting read, nice book cover. Shipped well.	5.0 out of 5 stars
Jus be careful not to mock this guy. It gets his dander up .... in an "ill" way.	5.0 out of 5 stars
Been a huge supporter of Matt. His passing of information while realizing he's just another human being like everyone else. Loved this book. Highly recommended!!!	5.0 out of 5 stars
This is the book the world needs in 2020! Amazing book. Pure beauty	5.0 out of 5 stars
Bought as a gift and have not given yet.  Impressive looking book though.	4.0 out of 5 stars
I didn't read this book because Mathew M. is kind of a gay-rod.	3.0 out of 5 stars
I don't like his voice.	2.0 out of 5 stars
Interesting story quick read	1.0 out of 5 stars
I enjoyed it a lot of fun stories.  Very entertaining.	5.0 out of 5 stars
Great book wonderful story beautiful family I think he’s a great role model	5.0 out of 5 stars
This little note attached is one of many wonderful "wisdom nuggets" tucked into this entertaining, interesting and thought-provoking book by this fantastic human called Matthew! #Search4Sagacity is my own personal journey to sagaCITY! This was a great new roadmap for me to follow at the time being.	5.0 out of 5 stars
Alright, alright, alright. 5 stars.	5.0 out of 5 stars
McConaughey had better hope that there is enough blacks in this Country to support his career, because I'm pretty sure there is quite a few Whites that will never watch his crappy movies ever again... See Ya Matt	1.0 out of 5 stars
Loved this book.  His voice made it even better.  So entertaining I was sad when it ended.	5.0 out of 5 stars
I highly recommend the audible version of his book!!! Mathew has a great voice for this and when he is telling stories in other countries his perfect accent makes you feel you’re watching a movie! Loved it !!!! I would give it 10 stars!!!!	5.0 out of 5 stars
Absolutely love this book! I needed a break from COVID and politics and this book did the trick!	5.0 out of 5 stars
This book surprised me in the best way. Bought it as a gift for my boyfriend—but now I want to keep it for myself! It grabbed my attention from start to finish. It’s thought-provoking, inspiring, and an absolute gem. Everyone should read. I am certain this is a book I will pick up again and again.	5.0 out of 5 stars
as advertised	5.0 out of 5 stars
Kept me so entertained I listened twice!  Huge fan of MM.	5.0 out of 5 stars
I found myself interested at times and rolling my eyes at other times. A great life and a great ego. I would recommend If you’re a BIG fan.	3.0 out of 5 stars
Listened to this to and from work (which is a 30 minute drive) and it felt like 10 minutes.  Dude is a great story teller and still is humble after a ton of success!  Just today I was laughing hysterically at a traffic light at the part about a hocking a loogie!  Thanks Matthew! :)	5.0 out of 5 stars
Really love the different hilarious stories.	5.0 out of 5 stars
Great product	5.0 out of 5 stars
spectacular. Very well written. Matthew knows how to succeed in life. Love this book. So funny too!	5.0 out of 5 stars
My first audible book ever, but by far, the BEST! Matthew is a not only funny, handsome and a good actor, but he also seems like a real person. His book is narrated by himself, (BONUS) and it was an outstanding listen! I am hooked!	5.0 out of 5 stars
very soothing narrative from author. Entertaining for commuting or long drives.	4.0 out of 5 stars
Bought in audible until I could get the book and then found it to be so good in audible, I ordered it for everyone for Christmas!!!	5.0 out of 5 stars
I absolutely loved this book! Great stories. Thought provoking. Fun. The audio version was enhanced because of the author's personality coming through his narration.	5.0 out of 5 stars
You're going to want to read it all in a day. Fantastic book.	5.0 out of 5 stars
MM takes you on a journey through his journey, accompanied by personal stories and found wisdom. It's a good book. Very entertaining and funny. MM is a good dude.	4.0 out of 5 stars
Amazing storyteller	5.0 out of 5 stars
NOTE TO SELF: Don’t be sad the journey is over. Smile at the journey itself. Patty, Austin TX	5.0 out of 5 stars
I'm not a big reader, but the audible was amazing! I could listen to his stories all-day lomg	5.0 out of 5 stars
WHAT AN AMAZING BOOK!  A MUST READ!	5.0 out of 5 stars
I really liked this book.  He's a very interesting person with an interesting life story.  I highly recommend it	5.0 out of 5 stars
A difficult early home life, opportunities which open doors unexpectedly, honesty, exciting adventures, commitment to his acting craft, and a strong spouse/father.  Good read.	5.0 out of 5 stars
Best book I've heard in a long time. Exquisitely well written. Perfectly read by the author himself.  If I could've given it 10 stars, I would have.  Great book. Even better audio. Peace.	5.0 out of 5 stars
Really enjoying it so far.	5.0 out of 5 stars
Great book...down to earth	5.0 out of 5 stars
Amazing story, love Matthew McConaughey, love his voice, the narration makes it even better ! I couldn’t stop listening, it’s a must read !	5.0 out of 5 stars
Really enjoyed. Good stories, funny and a good outlook on how to live life. Enjoyed the poems too, since I myself like to write poetry.	5.0 out of 5 stars
I loved this book. I highly recommend the audio. This book was inspiring, real, an eye-opener, and one I will read again and again.	5.0 out of 5 stars
Didn't realize he had such a distorted reality	1.0 out of 5 stars
Listened to the audiobook and Matthew's inflections pull you into his story. I laughed, cried, was sad when it ended, but left inspired.	5.0 out of 5 stars
Loved this audible book because his voice is amazing and his life story is funny and real.	5.0 out of 5 stars
This should be mandatory reading for all HS kids.	5.0 out of 5 stars
Terrible, terrible book! That being said, as terrible as this book is, it's still better than his acting.	1.0 out of 5 stars
The most self serving, narcissistic drivel I have ever read.	1.0 out of 5 stars
A good and fun book to read, what makes it great is to listen to the audiobook read by Matthew himself!!	5.0 out of 5 stars
It's not bad, interesting, but hard to follow.	4.0 out of 5 stars
Great, great book! Full of page turning stories that will leave you wanting more. :vertical_traffic_light::vertical_traffic_light:	5.0 out of 5 stars
Soulful insight of Matthew as told by Matthew!	5.0 out of 5 stars
amazing read	5.0 out of 5 stars
problem with audible	4.0 out of 5 stars
Great read with great insight.	5.0 out of 5 stars
Save your money!	1.0 out of 5 stars
